Date,Team Name,Team Size,Start Time,End Time
2024-10-08,Brainfogged,2,08:15,
2024-10-08,Holy Skit,1,8:21,
2024-10-08,Adarsh's Team (TODO),2,8:24,
2024-10-08,Galz,4,8:42,
2024-10-08,Off the Grid,4,8:48,
2024-10-08,Not Decided,2,8:56,
2024-10-08,XXXX,4,9:00,
2024-11-12,Kirik Party,4,7:15,8:24
2024-11-12,Three Vice Men,3,7:25,8:39
2024-11-12,Archivist,1,6:37,7:53
2024-11-12,Achievable Goals,3,8:25,9:48
2024-11-12,One is Company,1,6:52,8:16
2024-11-12,Quizzically Fit,4,6:55,8:19
2024-11-12,Rapid Unplanned Disassembly,2,7:37,9:03
2024-11-12,Well-fed Workers,2,8:30,10:03
2024-11-12,Trifecta,4,7:20,9:00
2024-11-12,Clue Crew,4,7:20,9:06
2024-11-12,Invictus,3,6:57,8:47
2024-11-12,Shopkeeper,2,7:45,09:36
2024-11-12,Scotland Yard,3,8:05,10:02
2024-11-12,Where's Simran,3,7:00,9:08
2024-11-12,beepboop,2,7:26,9:36
2024-11-12,French Fries,4,7:00,9:30
2024-11-12,Swat Kats,4,6:54,9:29
2024-11-12,Leo,2,8:05,10:41
2024-11-12,Space Force,2,7:38,10:27
2024-11-12,Taj Chariot,2,7:04,9:54
2024-11-12,Game Boarders,3,7:40,10:31
2024-11-12,Shaunak's Fan Club,2,6:56,9:48
2024-11-12,The Exhausted,2,7:30,10:27
2024-11-12,Galz,5,7:10,10:47
2024-11-12,Shunti & Co.,1,6:56,10:37
2024-11-12,Mind Benders,2,6:53,10:40
2024-11-12,Holy Skit,1,06:58,
2024-11-12,Hypodermicals,2,07:02,
2024-11-12,Bakerz,1,7:25,
2024-11-12,Death to Entropy,2,7:45,
2024-11-12,Duo Uno,2,8:00,
2024-11-12,Team X/2,2,8:50,
